date,WIND_DIRECTION,WIND_SPEED,CLOUD_COVER_TOTAL,PRESSURE_AIR_SURFACE_REDUCED,RADIATION_GLOBAL,PROBABILITY_RADIATION_GLOBAL_LAST_1H,TEMPERATURE_DEW_POINT_200,TEMPERATURE_AIR_200,WEATHER_SIGNIFICANT,TEMPERATURE_AIR_200DEGC,DEW_POINT_DEGC,RAD_WH,DHI_ERBS,DNI_DISC,DNI_DIRINDEX,GHI_CLEARSKY,DNI_CLEARSKY,DHI_CLEARSKY,AZIMUTH,ZENITH,ELEVATION,Ost_ac_clearsky,Ost_aoi_clearsky,Ost_cell_temperature_clearsky,Ost_effective_irradiance_clearsky,Ost_dc_i_sc_clearsky,Ost_dc_v_oc_clearsky,Ost_dc_i_mp_clearsky,Ost_dc_v_mp_clearsky,Ost_dc_p_mp_clearsky,Ost_dc_i_x_clearsky,Ost_dc_i_xx_clearsky,Ost_diode_params_I_L_clearsky,Ost_diode_params_I_o_clearsky,Ost_diode_params_R_s_clearsky,Ost_diode_params_R_sh_clearsky,Ost_diode_params_nNsVth_clearsky,Ost_total_irrad_poa_global_clearsky,Ost_total_irrad_poa_direct_clearsky,Ost_total_irrad_poa_diffuse_clearsky,Ost_total_irrad_poa_sky_diffuse_clearsky,Ost_total_irrad_poa_ground_diffuse_clearsky,West_ac_clearsky,West_aoi_clearsky,West_cell_temperature_clearsky,West_effective_irradiance_clearsky,West_dc_i_sc_clearsky,West_dc_v_oc_clearsky,West_dc_i_mp_clearsky,West_dc_v_mp_clearsky,West_dc_p_mp_clearsky,West_dc_i_x_clearsky,West_dc_i_xx_clearsky,West_diode_params_I_L_clearsky,West_diode_params_I_o_clearsky,West_diode_params_R_s_clearsky,West_diode_params_R_sh_clearsky,West_diode_params_nNsVth_clearsky,West_total_irrad_poa_global_clearsky,West_total_irrad_poa_direct_clearsky,West_total_irrad_poa_diffuse_clearsky,West_total_irrad_poa_sky_diffuse_clearsky,West_total_irrad_poa_ground_diffuse_clearsky,ALL_AC_POWER_clearsky,Ost_ac_disc,Ost_aoi_disc,Ost_cell_temperature_disc,Ost_effective_irradiance_disc,Ost_dc_i_sc_disc,Ost_dc_v_oc_disc,Ost_dc_i_mp_disc,Ost_dc_v_mp_disc,Ost_dc_p_mp_disc,Ost_dc_i_x_disc,Ost_dc_i_xx_disc,Ost_diode_params_I_L_disc,Ost_diode_params_I_o_disc,Ost_diode_params_R_s_disc,Ost_diode_params_R_sh_disc,Ost_diode_params_nNsVth_disc,Ost_total_irrad_poa_global_disc,Ost_total_irrad_poa_direct_disc,Ost_total_irrad_poa_diffuse_disc,Ost_total_irrad_poa_sky_diffuse_disc,Ost_total_irrad_poa_ground_diffuse_disc,West_ac_disc,West_aoi_disc,West_cell_temperature_disc,West_effective_irradiance_disc,West_dc_i_sc_disc,West_dc_v_oc_disc,West_dc_i_mp_disc,West_dc_v_mp_disc,West_dc_p_mp_disc,West_dc_i_x_disc,West_dc_i_xx_disc,West_diode_params_I_L_disc,West_diode_params_I_o_disc,West_diode_params_R_s_disc,West_diode_params_R_sh_disc,West_diode_params_nNsVth_disc,West_total_irrad_poa_global_disc,West_total_irrad_poa_direct_disc,West_total_irrad_poa_diffuse_disc,West_total_irrad_poa_sky_diffuse_disc,West_total_irrad_poa_ground_diffuse_disc,ALL_AC_POWER_disc,Ost_ac_dirint,Ost_aoi_dirint,Ost_cell_temperature_dirint,Ost_effective_irradiance_dirint,Ost_dc_i_sc_dirint,Ost_dc_v_oc_dirint,Ost_dc_i_mp_dirint,Ost_dc_v_mp_dirint,Ost_dc_p_mp_dirint,Ost_dc_i_x_dirint,Ost_dc_i_xx_dirint,Ost_diode_params_I_L_dirint,Ost_diode_params_I_o_dirint,Ost_diode_params_R_s_dirint,Ost_diode_params_R_sh_dirint,Ost_diode_params_nNsVth_dirint,Ost_total_irrad_poa_global_dirint,Ost_total_irrad_poa_direct_dirint,Ost_total_irrad_poa_diffuse_dirint,Ost_total_irrad_poa_sky_diffuse_dirint,Ost_total_irrad_poa_ground_diffuse_dirint,West_ac_dirint,West_aoi_dirint,West_cell_temperature_dirint,West_effective_irradiance_dirint,West_dc_i_sc_dirint,West_dc_v_oc_dirint,West_dc_i_mp_dirint,West_dc_v_mp_dirint,West_dc_p_mp_dirint,West_dc_i_x_dirint,West_dc_i_xx_dirint,West_diode_params_I_L_dirint,West_diode_params_I_o_dirint,West_diode_params_R_s_dirint,West_diode_params_R_sh_dirint,West_diode_params_nNsVth_dirint,West_total_irrad_poa_global_dirint,West_total_irrad_poa_direct_dirint,West_total_irrad_poa_diffuse_dirint,West_total_irrad_poa_sky_diffuse_dirint,West_total_irrad_poa_ground_diffuse_dirint,ALL_AC_POWER_dirint
2021-04-12 03:00:00+00:00,245.0,2.06,52.0,102440.0,0.0,,271.85,272.95,1.0,-0.19999999999998863,-1.2999999999999545,0.0,0.0,0.0,,0.0,0.0,0.0,53.48435468365608,105.30801123824314,-15.308011238243138,-7.9,77.49721732275674,-0.19999999999998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349544923580466e-13,0.078582,inf,1.414166629381184,0.0,0.0,0.0,0.0,0.0,-7.9,128.3870490240221,-0.19999999999998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349544923580466e-13,0.078582,inf,1.414166629381184,0.0,-0.0,0.0,0.0,0.0,-15.8,-7.9,77.49721732275674,-0.19999999999998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349544923580466e-13,0.078582,inf,1.414166629381184,0.0,0.0,0.0,0.0,0.0,-7.9,128.3870490240221,-0.19999999999998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349544923580466e-13,0.078582,inf,1.414166629381184,0.0,-0.0,0.0,0.0,0.0,-15.8,-7.9,77.49721732275674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,0.0,,,0.0,-7.9,128.3870490240221,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,-0.0,,,0.0,-15.8
2021-04-12 04:00:00+00:00,243.0,2.06,56.0,102500.0,0.0,0.0,271.95,273.35,1.0,0.20000000000004547,-1.1999999999999886,0.0,0.0,0.0,,0.0,0.0,0.0,66.16389028434673,97.21318591905434,-7.213185919054339,-7.9,64.70797367916302,0.20000000000004547,0.0,-5.048709793414476e-29,0.0,-5.048709793414476e-29,0.0,-0.0,-5.048709793414476e-29,-5.048709793414476e-29,0.0,2.5444706427845893e-13,0.078582,inf,1.4162390479624352,0.0,0.0,0.0,0.0,0.0,-7.9,128.2871858012784,0.20000000000004547,0.0,-5.048709793414476e-29,0.0,-5.048709793414476e-29,0.0,-0.0,-5.048709793414476e-29,-5.048709793414476e-29,0.0,2.5444706427845893e-13,0.078582,inf,1.4162390479624352,0.0,-0.0,0.0,0.0,0.0,-15.8,-7.9,64.70797367916302,0.20000000000004547,0.0,-5.048709793414476e-29,0.0,-5.048709793414476e-29,0.0,-0.0,-5.048709793414476e-29,-5.048709793414476e-29,0.0,2.5444706427845893e-13,0.078582,inf,1.4162390479624352,0.0,0.0,0.0,0.0,0.0,-7.9,128.2871858012784,0.20000000000004547,0.0,-5.048709793414476e-29,0.0,-5.048709793414476e-29,0.0,-0.0,-5.048709793414476e-29,-5.048709793414476e-29,0.0,2.5444706427845893e-13,0.078582,inf,1.4162390479624352,0.0,-0.0,0.0,0.0,0.0,-15.8,-7.9,64.70797367916302,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,0.0,,,0.0,-7.9,128.2871858012784,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,-0.0,,,0.0,-15.8
2021-04-12 05:00:00+00:00,246.0,2.57,57.0,102560.0,80.0,12.0,272.45,274.05,1.0,0.9000000000000341,-0.6999999999999886,22.222240000000003,22.222240000000003,0.0,,2.5443220521304624,12.08062017585404,2.124535989803096,78.04437138077287,88.30772473608062,1.6922752639193857,2.2544865605795263,51.807710050523205,1.1883345075098126,9.704447951149007,0.1028518871295274,263.6802350657549,0.09638755185867202,231.63777537308644,22.326998086200792,0.10145905960057142,0.08014998068344562,0.10285248475689847,3.095289734572716e-13,0.078582,13523.990716490045,1.4213596549570722,9.704447951149007,7.469479351471548,2.234968599677458,2.193300519896099,0.04166807978135929,-7.9,124.38428086725146,0.956481912769226,1.9010065336400026,0.020146702378077818,283.1123877699483,0.01885674074313265,247.32333993879365,4.663712100951496,0.01989032746142253,0.015598775864641104,0.020146725309709904,2.9565854632243103e-13,0.078582,69038.61805708749,1.4201584158934433,1.9010065336400026,0.0,1.9010065336400026,1.8593384538586433,0.04166807978135929,-5.6455134394204745,26.451990551550818,51.807710050523205,1.4938353866421714,19.9866628902322,0.21184073548433882,270.5631147340596,0.19851398638530252,238.27626344292514,47.30117091704959,0.20889740663432996,0.16520406467946616,0.21184327059628905,3.28766062211954e-13,0.078582,6566.522121316234,1.4229424692033283,19.9866628902322,0.0,19.9866628902322,19.62273173282814,0.3639311574040606,33.00262838599446,124.38428086725146,1.4938353866421714,19.9866628902322,0.21184073548433882,309.21498826749666,0.19851398638530252,272.3157296490573,54.05848104805668,0.20889740663432996,0.16520406467946616,0.21184327059628905,3.28766062211954e-13,0.078582,6566.522121316234,1.4229424692033283,19.9866628902322,-0.0,19.9866628902322,19.62273173282814,0.3639311574040606,59.45461893754528,-7.9,51.807710050523205,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,0.0,,,0.3639311574040606,-7.9,124.38428086725146,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.078582,,,,-0.0,,,0.3639311574040606,-15.8
2021-04-12 06:00:00+00:00,245.0,2.57,57.0,102610.0,400.0,28.0,272.75,275.05,1.0,1.900000000000034,-0.39999999999997726,111.11120000000001,88.29609626072764,245.60427845642633,462.4837499962502,110.24350433894602,345.390747032279,43.891992532587594,89.67437931424956,79.00568731457463,10.994312685425376,813.3934042358925,40.02840504577833,11.99107691102096,339.63444576859365,3.6077978469976424,289.5687986781704,3.3796390253444795,253.98876880050122,858.3903550373702,3.5542798347784004,2.780752997619467,3.6085315179153183,2.41819011653565e-12,0.078582,386.4238908482826,1.4773291651708353,339.63444576859365,264.47456449764115,75.15988127095248,73.35443563944314,1.805445631509344,62.06755775120476,118.12029384021096,2.8125689353855643,30.714248571111455,0.3256399162163611,312.65421344901733,0.30525290266129357,275.34454503727846,84.04972160458253,0.32106654981276816,0.2542147084980715,0.3256459048108794,4.258668964164977e-13,0.078582,4273.028646497364,1.429774888978666,30.714248571111455,0.0,30.714248571111455,28.90880293960211,1.805445631509344,875.4609619870972,758.7966352969838,40.02840504577833,11.32875113462316,317.34260814128913,3.370534878766824,289.4496060273009,3.1566414493378745,254.12613687339604,802.1850970146719,3.320549550819686,2.5984977262508044,3.371175313078568,2.141160518934126e-12,0.078582,413.56836627991436,1.473897624556214,317.34260814128913,188.0655030328597,129.27710510842945,127.45744932140916,1.819655787020303,159.35947073652514,118.12029384021096,3.8520084441968745,65.69856834173463,0.6967035843715043,320.2339327775171,0.6529217925542806,282.4528180888085,184.41960029855298,0.6866842880428529,0.5433442579840778,0.6967309907297182,5.213449458763782e-13,0.078582,1997.6518105742152,1.4351602733590334,65.69856834173463,0.0,65.69856834173463,63.87891255471432,1.819655787020303,918.156106033509,2028.876459672626,40.02840504577833,27.377417930329376,857.4911077064423,9.138012864649593,286.1234595212188,8.53380237078594,246.91479314564378,2107.122047128415,9.004523375807421,6.817991581602209,9.142704548840104,3.526352418965782e-11,0.078582,153.05448980227828,1.557046512735535,857.4911077064423,188.0655030328597,669.4256046735826,667.6059488865623,1.819655787020303,923.5976437329768,118.12029384021096,11.895252588189527,336.40929536463034,3.5734669394048577,330.9191543836805,3.345855403581584,290.42923713475955,971.7342324254124,3.5204597103314197,2.750526797965901,3.574186728288197,2.376075358986573e-12,0.078582,390.12853035986205,1.476832694902906,336.40929536463034,0.0,336.40929536463034,334.58963957761006,1.819655787020303,2952.474103405603
2021-04-12 07:00:00+00:00,252.0,3.09,57.0,102660.0,790.0,37.0,272.95,276.15,1.0,3.0,-0.19999999999998863,219.44462000000001,159.90463016128265,252.85336078444357,311.5767509823161,274.15147836715704,579.3575711950868,72.69153783326578,101.67489488209128,69.69579153443912,20.304208465560873,1487.1949273694804,29.654869410209443,20.981654273837684,622.2213561434228,6.622079823751901,288.1250939661463,6.190297529899147,250.59031497993917,1551.2286078369668,6.524532548520666,5.007264615576684,6.624546923473518,1.1964599236106659e-11,0.078582,210.92632501952946,1.5239097641280264,622.2213561434228,503.4741893344737,118.7471668089491,114.25741848356904,4.489748325380058,90.86115036341315,109.64748388946367,4.194050529388659,41.31787478424355,0.4381981153545083,314.5434594965318,0.41066649846251785,277.0083434799025,113.75804646179401,0.43200873459412065,0.3417752828677417,0.438208956017909,5.570496074483245e-13,0.078582,3176.418552148018,1.4369324092913367,41.31787478424355,0.0,41.31787478424355,36.828126458863494,4.489748325380058,1578.0560777328935,988.2433429443453,29.654869410209443,14.923712853516832,412.59767699874624,4.385605867403619,289.0276545556353,4.105975408675973,252.88169736049724,1038.3260306664413,4.320713990651013,3.363168772570321,4.386689304638313,4.117404903371796e-12,0.078582,318.0891975802346,1.4925232882190178,412.59767699874624,219.73500851787006,192.86266848087618,189.26884830151107,3.5938201793650983,307.137089762265,109.64748388946367,6.425290951839579,118.52575679537598,1.257613683071731,324.31882010897607,1.1785487194281141,285.78471338761597,336.8112079951054,1.2393080686447144,0.9790106362260916,1.2577029328960818,8.5483310749029e-13,0.078582,1107.2940392743405,1.448492569568151,118.52575679537598,0.0,118.52575679537598,114.93193661601089,3.5938201793650983,1295.3804327066102,1416.5929817581148,29.654869410209443,20.11181585897954,592.1222323433316,6.300607436365248,288.34432982776275,5.890729649582383,251.0219819015119,1478.7026314841685,6.207707327106621,4.7729257307563175,6.30284122032912,1.0292494639465268e-11,0.078582,221.6482625227643,1.519403090893931,592.1222323433316,219.73500851787006,372.38722382546155,368.79340364609646,3.5938201793650983,615.1173045103448,109.64748388946367,9.575723424653518,227.5405524209734,2.4158965382118422,328.66544974533645,2.263567331628266,289.00066843337714,654.1724718845247,2.380285518674725,1.8717832807003953,2.416225681132664,1.5474972962594356e-12,0.078582,576.7888958851925,1.4648151065572417,227.5405524209734,0.0,227.5405524209734,223.9467322416083,3.5938201793650983,2031.7102862684596
2021-04-12 08:00:00+00:00,259.0,3.09,60.0,102700.0,1160.0,42.0,272.75,277.65,1.0,4.5,-0.39999999999997726,322.22248,221.63698444913751,241.8827711957092,230.64336030060127,432.43146082710507,700.2829950163368,90.53846546266544,114.76578908969151,60.805889036921215,29.194110963078785,1834.5020422161388,23.239336547002413,26.95735995824598,777.0947408855154,8.280859344448045,285.409496188508,7.7336176852155685,246.68463068758427,1907.764622556373,8.160182203480643,6.199375998469871,8.2847123244821,3.289201660522799e-11,0.078582,168.8891419474105,1.5548701728691645,777.0947408855154,643.465296783669,133.6294441018464,126.54756207569883,7.081882026147545,102.62057212167066,99.83711111272474,5.82471111477961,45.839138812478005,0.4863289309580653,313.9720608899552,0.45555917461001705,276.3429524168665,125.89056731232293,0.47947469756475775,0.37864458628519304,0.48634227888852,7.622611146138847e-13,0.078582,2863.1180122492615,1.4453809375335316,45.839138812478005,0.0,45.839138812478005,38.75725678633046,7.081882026147545,1937.1226143378094,1102.8075994475582,23.239336547002413,17.870115493753246,462.64772237453536,4.920766225446959,287.66828220683806,4.602375715340008,251.21147598223345,1156.1695964753508,4.848345498638812,3.7525053458843307,4.92212933430845,6.9548084421669e-12,0.078582,283.6777479988384,1.5077887371677008,462.64772237453536,222.25753054402296,240.3901918305124,235.11319004815354,5.277001782358878,439.1609753689883,99.83711111272474,9.3018472328854,166.15890016229469,1.7641351780331478,325.26748361270074,1.6524404247813602,286.18079683132476,472.89671748022243,1.738398364839912,1.368541907063586,1.7643106884300084,1.4704315600310082e-12,0.078582,789.8635816186153,1.4633961412852854,166.15890016229469,0.0,166.15890016229469,160.88189837993582,5.277001782358878,1541.9685748165466,1125.6116545333257,23.239336547002413,18.14621749765472,472.20171338588773,5.022671546074492,287.64447510877267,4.698896330057507,251.04210659274156,1179.6208333585387,4.948761675123723,3.8316570571993775,5.024091615957036,7.301124852198791e-12,0.078582,277.9381359269806,1.5092192344757158,472.20171338588773,222.25753054402296,249.94418284186474,244.66718105950588,5.277001782358878,457.5447231290453,99.83711111272474,9.490776720529524,172.69645005771486,1.8336175087896025,325.52444382234535,1.7172814415328168,286.4068786908863,491.8412175031998,1.8068470470630325,1.4214781989176297,1.833807109315149,1.5231874040989328e-12,0.078582,759.9627204620527,1.4643749937371353,172.69645005771486,0.0,172.69645005771486,167.419448275356,5.277001782358878,1583.156377662371
2021-04-12 09:00:00+00:00,255.0,3.6,61.0,102730.0,1390.0,43.0,272.75,278.35,2.0,5.2000000000000455,-0.39999999999997726,386.11142,277.26155619760806,184.63350173058345,85.95511208310559,565.2917442733743,766.5974436747613,102.4725559672143,129.77387098685728,52.88431472945364,37.11568527054636,1963.9641442998734,24.267094186650635,28.68094490547022,834.8393241889064,8.899384803155499,284.7245789842825,8.307917104888842,245.61671193675375,2040.563282345912,8.770052062294658,6.637284163513,8.903833269045796,4.371517049446388e-11,0.078582,157.20733343210665,1.5638001465466447,834.8393241889064,698.8604834954483,135.97884069345807,126.72112055523756,9.257720138220511,141.93277112871914,89.2355015728956,6.893615009474312,60.21463001756373,0.6389962308289854,315.9780714249082,0.5987081259436665,278.00767312258495,166.44545297318226,0.629935037386903,0.49769288736511313,0.6390192689841053,9.344438697356023e-13,0.078582,2179.5843296175426,1.4509189782658738,60.21463001756373,10.228417433263688,49.98621258430004,40.72849244607953,9.257720138220511,2105.8969154285924,1054.6335364284716,24.267094186650635,17.66231847162837,443.08410809555494,4.712517133865761,287.3933318153206,4.409363623043019,250.97137063191423,1106.6240320896095,4.643224329414111,3.6010234362029383,4.713767354019132,6.704648129905621e-12,0.078582,296.20304949347525,1.5067121311432503,443.08410809555494,168.31918675642905,274.7649213391259,268.4416174792304,6.323303859895552,592.6198668106699,89.2355015728956,11.42125507745138,221.1899225254912,2.349470346592779,326.4537507003188,2.200281707138865,286.78304445369076,631.0034866290478,2.3150856141128116,1.8173693925536185,2.349781505819682,2.1779287409855528e-12,0.078582,593.349201905321,1.4743768917811049,221.1899225254912,2.463494423895894,218.7264281015953,212.40312424169974,6.323303859895552,1647.2534032391416,605.8410281162281,24.267094186650635,12.45274147085026,257.8632935095764,2.7395997887935954,286.314193754803,2.5655443804805333,251.28195745553373,644.675013866193,2.699421205477066,2.11571649706484,2.7400227728800655,2.6313695314712137e-12,0.078582,508.9629555791195,1.4797210707010733,257.8632935095764,168.31918675642905,89.54410675314737,83.22080289325183,6.323303859895552,181.93623990623897,89.2355015728956,7.29920261280853,74.63485382159199,0.7920900547348898,318.03651803025423,0.7420244060190423,279.9202901039791,207.70768699708307,0.780785878935654,0.6164404711910849,0.7921254515042762,1.009120933699017e-12,0.078582,1758.4661492568132,1.453020346479561,74.63485382159199,2.463494423895894,72.1713593976961,65.84805553780055,6.323303859895552,787.7772680224671
2021-04-12 10:00:00+00:00,257.0,4.12,67.0,102740.0,1500.0,42.0,272.75,278.75,2.0,5.600000000000023,-0.39999999999997726,416.66700000000003,317.91792404201,135.99988796751467,64.60838622366705,661.1025078726865,802.8083088624929,110.11231167033952,147.4611926439341,46.67746113219473,43.32253886780527,1913.2550558697317,32.027763938424535,27.806506673377765,811.5800213507782,8.649836686875755,285.1594686376991,8.075992960871925,246.23019768423745,1988.5533432520044,8.523915472890561,6.460461896829629,8.65403995056735,3.785527711329776e-11,0.078582,161.71278314806455,1.5592696414457832,811.5800213507782,680.6138295676172,130.96619178316092,120.13938940622529,10.826802376935621,626.574016638469,78.2446667275464,11.988857259287476,233.49322733033478,2.480459429966314,326.51421641254456,2.323164636729897,286.66750523522103,665.9758106620482,2.444155565622031,1.9181793922234749,2.4808062097692347,2.417206499429852e-12,0.078582,562.0842433015157,1.4773176650520943,233.49322733033478,163.558451187306,69.9347761430288,59.107973766093174,10.826802376935621,2539.8290725082006,984.6615647367869,32.027763938424535,16.929433694988052,414.0562122314233,4.403123631497769,287.31799817151546,4.119699699472665,251.1457178608958,1034.644938395379,4.338386571810696,3.3683888771090844,4.404215241645237,5.889641319229284e-12,0.078582,316.96871130784064,1.5029150210706865,414.0562122314233,115.29950991848985,298.75670231293344,291.9329931116073,6.823709201326136,803.0053707724628,78.2446667275464,13.715953584672516,296.6133251128123,3.152126790521915,327.59864740524426,2.950949687483252,287.24121453033393,847.6343722505987,3.1058572530262705,2.4279503470393413,3.152686601891907,3.3112421254968754e-12,0.078582,442.4712340555968,1.48626583134294,296.6133251128123,27.70764925082985,268.90567586198244,262.0819666606563,6.823709201326136,1787.6669355092497,418.04641156169265,32.027763938424535,10.564870459654376,181.45085730574445,1.927031740778536,284.37515117756834,1.8049590431622051,249.96473301734,451.176105331274,1.8989495050454932,1.4936091895177581,1.927241101531635,1.859551742980913e-12,0.078582,723.2970179846322,1.4699399232945547,181.45085730574445,115.29950991848985,66.1513473872546,59.32763818592847,6.823709201326136,218.2755514302513,78.2446667275464,8.002186079762026,87.7925672226071,0.9318738562922598,319.17961525798273,0.873093317436811,280.8244943893878,245.18598942394567,0.9185291409907467,0.7252296397713454,0.9319228411956624,1.1523769660280605e-12,0.078582,1494.9199932520505,1.456662536477628,87.7925672226071,27.70764925082985,60.08491797177726,53.26120877045112,6.823709201326136,636.321962991944
2021-04-12 11:00:00+00:00,259.0,4.12,72.0,102740.0,1370.0,37.0,272.95,278.75,80.0,5.600000000000023,-0.19999999999998863,380.55586000000005,328.58206647197545,69.2341157107622,22.88081044123613,712.3789469560513,819.3263913930105,113.96737392893647,167.9130190273513,43.09813239494207,46.90186760505793,1704.5620604419644,42.97386169937707,25.298832635992014,719.9321913369654,7.66908601980688,285.9956788730674,7.162839438063319,247.72576308320896,1774.4198656367394,7.557055149336032,5.757213414146136,7.672391865534261,2.4940525447154038e-11,0.078582,182.2989242310066,1.546277265768785,719.9321913369654,599.4722415815461,120.45994975541936,108.79339882824003,11.666550927179332,1104.680710414484,67.21129592642761,16.69326077146192,405.4248129241381,4.311125847465929,328.3457363168927,4.034767530622927,287.0082145172266,1158.0114249561657,4.247741472810457,3.3021428583554355,4.312172369568528,5.647956994121383e-12,0.078582,323.71690093018003,1.5016913981829265,405.4248129241381,317.3528313123816,88.07198161175646,76.40543068457713,11.666550927179332,2809.2427708564483,827.5043901367309,42.97386169937707,15.149940928333733,349.02118448947556,3.7101682299502587,287.0829476662527,3.473225525265128,251.32848594715117,872.9205126178834,3.6556423559118825,2.851030537045177,3.710943570985312,4.2880891673003e-12,0.078582,376.03122627634514,1.4936953863836457,349.02118448947556,50.656162153500496,298.3650223359751,292.13270126543057,6.232321070544538,860.6021202459755,67.21129592642761,14.281741174895615,317.29113415802135,3.3722656551449917,327.8302218760655,3.156960222833431,287.27492405333163,906.9155082538628,3.3227360407781688,2.5950383773892667,3.3729063143874933,3.6679106516096566e-12,0.078582,413.63545927078053,1.4891972031304892,317.29113415802135,26.816715383552406,290.474418774469,284.24209770392446,6.232321070544538,1688.1065103827063,162.82348595470958,42.97386169937707,7.713203667009799,77.23114231408601,0.819720581886605,278.2449823795878,0.767986213495624,244.80888740333685,188.00985046696525,0.8080247223951932,0.6380486265384278,0.8197584876875403,1.0912624171578552e-12,0.078582,1699.3515836688966,1.4551653051730216,77.23114231408601,50.656162153500496,26.57498016058551,20.34265909004097,6.232321070544538,121.36279411547847,67.21129592642761,7.045872714859596,52.842233407338185,0.560782566421544,314.299797450627,0.5251711474878699,276.5310736853263,145.2261412833755,0.5528729248277077,0.4361565508480128,0.5608003092579584,9.618311683921315e-13,0.078582,2483.673674204965,1.4517078325103212,52.842233407338185,26.816715383552406,26.02551802378578,19.79319695324124,6.232321070544538,284.18628007018805
2021-04-12 12:00:00+00:00,261.0,4.12,75.0,102740.0,1300.0,36.0,272.65,278.85,80.0,5.7000000000000455,-0.5,361.11140000000006,321.35188804209184,54.81860505802472,6.096508991905249,715.2828142073002,820.2111752575493,114.18159056660556,189.71929462764768,42.88863008425182,47.11136991574818,1364.6139355395314,55.167278763752996,21.402764364730615,573.888096216073,6.1084501989822995,286.90099952417404,5.7120424308386415,249.52568639255526,1425.3013082584118,6.01885926754427,4.632202395501905,6.1105491660946365,1.28651359936497e-11,0.078582,228.69068876902807,1.5260915550708234,573.888096216073,468.49021007126026,105.39788614481276,93.6837789060422,11.714107238770547,1514.8070663273513,56.52088775182997,20.91372996539186,556.0153819664057,5.91761598198495,327.98274567505905,5.531789707374058,285.5297307147733,1579.4904255172692,5.83078929236251,4.486472570875456,5.919586048841646,1.1825144085707966e-11,0.078582,236.04178635462583,1.5235578451306717,556.0153819664057,452.4555079259129,103.55987404049279,91.84576680172223,11.714107238770547,2879.4210018668828,755.8466100990734,55.167278763752996,14.44609109289769,319.6429271975199,3.397384124447694,286.78378496015966,3.1799961455033428,251.30626936311677,799.1529679155362,3.3474991783114496,2.6128451678018854,3.3980343396683863,3.778264133742787e-12,0.078582,410.5921102358692,1.4900487076902256,319.6429271975199,31.31142390419543,288.3315032933245,282.4176219855085,5.913881307815986,862.8808726308773,56.52088775182997,14.407307991905544,318.225523262979,3.3822918557410837,327.73897226493136,3.1660055214150695,287.19496277045045,909.2608378538414,3.332630192407034,2.6017385836747526,3.3829363120335287,3.751938529210982e-12,0.078582,412.42092291743035,1.489847770642389,318.225523262979,30.239748669030718,287.9857745939483,282.0718932861323,5.913881307815986,1618.7274827299507,79.0665158154832,55.167278763752996,6.865163674449891,42.58317499892124,0.4518934719667388,272.9928457178771,0.42323938836819586,240.04687730677952,101.59729353101672,0.4455661574136389,0.35159239980767776,0.4519049937973616,9.29410201756119e-13,0.078582,3082.035663224379,1.4507715705774589,42.58317499892124,31.31142390419543,11.271751094725804,5.357869786909817,5.913881307815986,90.19164242882945,56.52088775182997,6.835660958151941,41.50494079148052,0.44044853736769324,311.7265382456062,0.4124974767262974,274.10601872270945,113.06804107860887,0.43428666791507176,0.34263292300032866,0.4404594830376937,9.24218115040967e-13,0.078582,3162.1021858424015,1.4506187156338255,41.50494079148052,30.239748669030718,11.265192122449807,5.351310814633822,5.913881307815986,169.25815824431265
