date,WIND_DIRECTION,WIND_SPEED,CLOUD_COVER_TOTAL,PRESSURE_AIR_SURFACE_REDUCED,RADIATION_GLOBAL,PROBABILITY_RADIATION_GLOBAL_LAST_1H,TEMPERATURE_DEW_POINT_200,TEMPERATURE_AIR_200,WEATHER_SIGNIFICANT,TEMPERATURE_AIR_200DEGC,DEW_POINT_DEGC,RAD_WH,DHI_ERBS,DNI_DISC,DNI_DIRINDEX,GHI_CLEARSKY,DNI_CLEARSKY,DHI_CLEARSKY,AZIMUTH,ZENITH,ELEVATION,Ost_ac,Ost_aoi,Ost_cell_temperature,Ost_effective_irradiance,Ost_dc_i_sc,Ost_dc_v_oc,Ost_dc_i_mp,Ost_dc_v_mp,Ost_dc_p_mp,Ost_dc_i_x,Ost_dc_i_xx,Ost_diode_params_I_L,Ost_diode_params_I_o,Ost_diode_params_R_s,Ost_diode_params_R_sh,Ost_diode_params_nNsVth,Ost_total_irrad_poa_global,Ost_total_irrad_poa_direct,Ost_total_irrad_poa_diffuse,Ost_total_irrad_poa_sky_diffuse,Ost_total_irrad_poa_ground_diffuse,West_ac,West_aoi,West_cell_temperature,West_effective_irradiance,West_dc_i_sc,West_dc_v_oc,West_dc_i_mp,West_dc_v_mp,West_dc_p_mp,West_dc_i_x,West_dc_i_xx,West_diode_params_I_L,West_diode_params_I_o,West_diode_params_R_s,West_diode_params_R_sh,West_diode_params_nNsVth,West_total_irrad_poa_global,West_total_irrad_poa_direct,West_total_irrad_poa_diffuse,West_total_irrad_poa_sky_diffuse,West_total_irrad_poa_ground_diffuse,ALL_AC_POWER
2021-04-03 04:00:00+00:00,339.0,2.06,68.0,102550.0,0.0,,273.95,276.35,2.0,3.2000000000000455,0.8000000000000114,0.0,0.0,0.0,,0.0,0.0,0.0,67.62630688476787,100.31956167738966,-10.31956167738966,-7.9,66.990651012011,3.2000000000000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592972663072835e-13,0.078582,inf,1.4317821873218182,0.0,0.0,0.0,0.0,0.0,-7.9,131.70817226190567,3.2000000000000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592972663072835e-13,0.078582,inf,1.4317821873218182,0.0,-0.0,0.0,0.0,0.0,-15.8
2021-04-03 05:00:00+00:00,340.0,2.06,69.0,102600.0,0.0,,274.05,276.25,2.0,3.1000000000000227,0.9000000000000341,0.0,0.0,0.0,,0.0,0.0,0.0,79.63730920360592,91.3401863583406,-1.3401863583406035,-7.9,54.511233226613065,3.1000000000000227,0.0,1.0097419586828951e-28,0.0,1.0097419586828951e-28,0.0,0.0,1.0097419586828951e-28,1.0097419586828951e-28,0.0,4.5043408882911644e-13,0.078582,inf,1.4312640826765053,0.0,0.0,0.0,0.0,0.0,-7.9,128.05201772249694,3.1000000000000227,0.0,1.0097419586828951e-28,0.0,1.0097419586828951e-28,0.0,0.0,1.0097419586828951e-28,1.0097419586828951e-28,0.0,4.5043408882911644e-13,0.078582,inf,1.4312640826765053,0.0,-0.0,0.0,0.0,0.0,-15.8
2021-04-03 06:00:00+00:00,349.0,2.06,63.0,102650.0,30.0,6.0,274.55,276.75,2.0,3.6000000000000227,1.400000000000034,8.333340000000002,8.300421905629463,0.0,0.0,62.929924329993675,227.28843992332997,30.921317889656173,91.33580881089455,82.01279224979321,7.987207750206798,509.67593285591204,42.669999939690705,10.248736867501988,217.75459117472752,2.312364529074104,286.53177139357695,2.166288275780362,251.86039441490624,545.6022195544291,2.27840916308869,1.7912282780645397,2.3126660177459057,1.7537583339266121e-12,0.078582,602.7099740675042,1.468302020468219,217.75459117472752,167.11827546113835,50.636315713589156,49.60571932921186,1.0305963843772972,42.67235544301676,121.29342688785229,4.326476531592716,23.79303065943664,0.25234809711174344,308.0590244216455,0.23640280989772106,270.8811164780879,64.03705708365185,0.2488572642223462,0.1965240908534896,0.2523516920975346,5.714964458214305e-13,0.078582,5516.0213038244165,1.437618514560358,23.79303065943664,0.0,23.79303065943664,22.76243427505934,1.0305963843772972,552.3482882989288
2021-04-03 07:00:00+00:00,356.0,2.57,60.0,102700.0,260.0,22.0,274.75,278.15,2.0,5.0,1.6000000000000227,72.22228000000001,71.06484881011122,0.0,0.0,219.3519476934776,515.2186997164762,65.96932133735575,103.34504757765535,72.73266612803062,17.267333871969388,1290.4105682797506,32.733426170492464,21.150022810052135,543.5598296007109,5.785408060578955,286.5397001801057,5.408062690890452,249.4509376190607,1349.0463089452837,5.700657170504655,4.387882397811204,5.787290966971968,1.2317129206065849e-11,0.078582,241.45063128820354,1.5247820893353983,543.5598296007109,433.3996333349687,110.16019626574227,106.56789377045277,3.592302495289505,86.013564806337,112.64702486584982,6.184899135608519,39.880041026599436,0.4231424961399231,311.97164819289173,0.3964590650966436,274.32154773149347,108.75726434949219,0.41721722644150316,0.32963427399442263,0.42315260005342736,8.16548571855443e-13,0.078582,3290.941047740217,1.4472470884013062,39.880041026599436,0.0,39.880041026599436,36.287738531309934,3.592302495289505,1376.4241330860875
2021-04-03 08:00:00+00:00,3.0,3.09,60.0,102750.0,670.0,34.0,274.85,279.65,2.0,6.5,1.7000000000000455,186.11126000000002,175.2042790834622,35.01241199970086,26.20362326786452,378.11394846744406,662.6470726867407,86.53114983687937,116.34969751668058,63.92812703408193,26.071872965918068,1699.0526816379358,26.657009614445418,27.393693636943045,722.9870061810119,7.7052938029174785,284.2520418923839,7.195065711423208,245.8310489315944,1768.7705509709158,7.593469797159516,5.7780358167955,7.708629350006438,3.53586411912963e-11,0.078582,181.52866217230624,1.557130837927558,722.9870061810119,592.2131699756064,130.7738362054055,124.5815060489327,6.1923301564728055,100.82996355964953,102.68151118079591,7.816251166939659,45.54639821488263,0.4834437042196785,311.7418087682854,0.4526819329456754,274.0199264121001,124.0438699538612,0.47668148544423233,0.37579627269451277,0.48345688822372324,1.1126879859226003e-12,0.078582,2881.520145255205,1.4556991990570367,45.54639821488263,0.0,45.54639821488263,39.35406805840982,6.1923301564728055,1799.8826451975854
2021-04-03 09:00:00+00:00,6.0,3.09,62.0,102770.0,1110.0,43.0,274.65,280.85,2.0,7.7000000000000455,1.5,308.33358000000004,256.7158616540402,107.62081907451028,92.62195854008336,513.1741090266227,741.3841921346182,99.7767245384656,131.08958392141722,56.134590739327685,33.865409260672315,1850.7525203835598,27.273508980029607,30.64484923673486,793.9633913081866,8.467643422421562,282.502567049062,7.9015171168958265,243.55397730236785,1924.445920542717,8.345594812251733,6.31567984161915,8.471668835207279,6.022018094649358e-11,0.078582,165.30090107020624,1.573975226116425,793.9633913081866,658.9639160300237,134.99947527816292,126.59527986636571,8.404195411797206,108.83818968529798,91.97851890194467,9.107543514894273,48.70539836496642,0.5171262343074108,311.1265159189479,0.4840732410433757,273.3183774243536,132.30611279652345,0.5099092128112435,0.40149648382739084,0.5171413149917743,1.4180125083677806e-12,0.078582,2694.6266411076604,1.4623894446963577,48.70539836496642,0.0,48.70539836496642,40.301202953169216,8.404195411797206,1959.5907100688578
2021-04-03 10:00:00+00:00,6.0,3.6,63.0,102770.0,1440.0,47.0,274.25,282.05,2.0,8.900000000000034,1.1000000000000227,400.00032000000004,298.5103430505908,156.1766458500066,122.31821400493385,611.5862092805007,783.8006635465272,108.134640534217,148.19392022130114,50.05474164263786,39.94525835736214,1812.5470963988948,34.22692440749033,30.80005320377356,778.632448137985,8.304508295909269,282.1555998828021,7.750098647100039,243.2548464512091,1885.2490563820431,8.184961765244111,6.199641694148881,8.30837992553033,6.175346745471224e-11,0.078582,168.55560581099988,1.5747793450793626,778.632448137985,648.059202970247,130.57324516773798,120.55736571562989,10.015879452108097,495.66071006334965,80.95089631075541,14.221331005954777,189.19410605838974,2.0109383190989094,321.73914877189054,1.882035265631718,282.20626892304125,531.122150295512,1.9819508089731088,1.5532691088996877,2.0111661191054386,3.6281331026013247e-12,0.078582,693.6942526079295,1.4888842152389654,189.19410605838974,123.2768559032288,65.91725015516093,55.90137070305283,10.015879452108097,2308.2078064622447
2021-04-03 11:00:00+00:00,3.0,3.6,65.0,102760.0,1660.0,49.0,273.85,282.75,2.0,9.600000000000023,0.7000000000000455,461.11148000000003,313.09149075900746,196.78167057861478,93.74256771111261,665.3537846778684,803.2749979501087,112.38843283460403,167.6832757465254,46.514847355500585,43.485152644499415,1613.1526199231546,44.611775041544945,29.062223094150145,691.9580638915805,7.377542882385578,282.34549399536354,6.8866555420160935,244.0363577340363,1680.594335442523,7.271230355853285,5.531945846101499,7.380599484429561,4.6534656516835674e-11,0.078582,189.66881209807505,1.5657755665537598,691.9580638915805,571.8367945666499,120.12126932493061,109.22484425972617,10.89642506520444,963.851638883095,69.95282792891744,19.727007726336115,360.0546877626161,3.831436937599011,323.8822199022743,3.582171144596973,282.8359452139787,1013.1667616003247,3.775907510888092,2.929013138862703,3.8322629328138973,9.626713138795096e-12,0.078582,364.5081385151368,1.5174093820831644,360.0546877626161,275.3575955969661,84.69709216564998,73.80066710044554,10.89642506520444,2577.0042588062497
2021-04-03 12:00:00+00:00,355.0,3.6,72.0,102740.0,1800.0,52.0,273.75,283.55,2.0,10.400000000000034,0.6000000000000227,500.00040000000007,299.2111711145696,260.43017357989083,164.71194227142098,670.3562509541315,804.9759207999405,112.77492239845901,188.37316839806317,46.175625885805836,43.824374114194164,1281.719210885591,56.505051521844706,25.84314604100151,549.0641733594282,5.850236988437945,282.59613188717003,5.464241187370375,245.25349390502103,1340.1242427423051,5.765800788514842,4.421760369320329,5.852160274778069,2.7320695422861695e-11,0.078582,239.03009951823216,1.5490973788051994,549.0641733594282,444.23679932405605,104.8273740353722,93.84902413532684,10.978349900045359,1366.5389362839178,59.378266448173626,24.766361363241845,510.7802713999109,5.441112955245131,323.1385457525721,5.08426123153551,280.70864961205336,1427.1961045792482,5.3625217231367905,4.124745428700354,5.4427770162249764,2.280577956070773e-11,0.078582,256.9458362992344,1.5435185073697106,510.7802713999109,410.02887624886756,100.75139515104333,89.77304525099797,10.978349900045359,2648.258147169509
2021-04-03 13:00:00+00:00,352.0,3.6,77.0,102720.0,1650.0,48.0,273.55,283.85,2.0,10.700000000000045,0.4000000000000341,458.3337,290.1403875783994,241.59060845829512,150.093039534553,626.2341921506603,789.3328439399409,109.31251708924242,208.24215780952602,49.108319779815346,40.891680220184654,855.7044122269742,69.04202752784889,21.0460227121932,367.84152613373965,3.915459764611686,282.4677118236359,3.660859551966924,246.37817398179965,901.95589161744,3.8589148244518445,2.9919725084869615,3.916322129174011,1.209821259215955e-11,0.078582,356.7918646365195,1.5242432599972613,367.84152613373965,282.3309826068916,85.51054352684805,75.25477568546992,10.255767841378127,1660.5063227759617,49.784847622305875,28.22040007440456,622.9186694368358,6.6404563204058595,322.1931980864192,6.199447856837819,278.9131615371659,1729.1076015354433,6.544892784215321,4.995543892704267,6.642933038935088,4.052805870192155e-11,0.078582,210.69020795066743,1.5614140423831457,622.9186694368358,509.64037390296755,113.27829553386826,103.02252769249013,10.255767841378127,2516.210735002936
