DATE,WIND_DIRECTION,WIND_SPEED,CLOUD_COVER_TOTAL,PRESSURE_AIR_SURFACE_REDUCED,PROBABILITY_RADIATION_GLOBAL_LAST_1H,RADIATION_GLOBAL,TEMPERATURE_AIR_200,TEMPERATURE_DEW_POINT_200,WEATHER_SIGNIFICANT,TEMPERATURE_AIR_200DEGC,DEW_POINT_DEGC,RAD_WH,DHI_ERBS,DNI_DISC,DNI_DIRINDEX,GHI_CLEARSKY,DNI_CLEARSKY,DHI_CLEARSKY,AZIMUTH,ZENITH,ELEVATION,Ost_ac,Ost_aoi,Ost_cell_temperature,Ost_effective_irradiance,Ost_dc_i_sc,Ost_dc_v_oc,Ost_dc_i_mp,Ost_dc_v_mp,Ost_dc_p_mp,Ost_dc_i_x,Ost_dc_i_xx,Ost_diode_params_I_L,Ost_diode_params_I_o,Ost_diode_params_R_s,Ost_diode_params_R_sh,Ost_diode_params_nNsVth,Ost_total_irrad_poa_global,Ost_total_irrad_poa_direct,Ost_total_irrad_poa_diffuse,Ost_total_irrad_poa_sky_diffuse,Ost_total_irrad_poa_ground_diffuse,West_ac,West_aoi,West_cell_temperature,West_effective_irradiance,West_dc_i_sc,West_dc_v_oc,West_dc_i_mp,West_dc_v_mp,West_dc_p_mp,West_dc_i_x,West_dc_i_xx,West_diode_params_I_L,West_diode_params_I_o,West_diode_params_R_s,West_diode_params_R_sh,West_diode_params_nNsVth,West_total_irrad_poa_global,West_total_irrad_poa_direct,West_total_irrad_poa_diffuse,West_total_irrad_poa_sky_diffuse,West_total_irrad_poa_ground_diffuse,ALL_AC_POWER
2021-04-01 12:00:00+00:00,337.0,4.63,40.0,102080.0,59.0,2050.0,290.55,278.75,1.0,17.400000000000034,5.600000000000023,569.4449000000001,238.37960970230353,445.96683839946684,448.7866831299784,659.6540775314751,801.0945237552974,112.37902692982948,188.07710101478122,46.92678234838439,43.07321765161561,1043.0817812703863,56.82032400455648,29.58596976585859,457.51529434454983,4.879219622933569,277.35963300024764,4.555189296490073,240.33387550561034,1094.766297287134,4.810155859938945,3.6936129571911107,4.8805562288128765,5.069387761213889e-11,0.078582,286.86005828072365,1.5684891223895523,457.51529434454983,244.06265339142521,213.4526409531246,204.12690504464553,9.325735908479052,1124.6889381747108,60.04007372856621,28.872284012512115,430.7203692146155,4.592788904563363,316.9388268116054,4.2865438849865125,274.9569193137541,1178.6149011191026,4.527778604431961,3.477782248123295,4.593973361507146,4.5108926072764106e-11,0.078582,304.70549660632713,1.564791483348529,430.7203692146155,222.71323623704583,208.00713297756968,198.68139706909062,9.325735908479052,2167.770719445097
2021-04-01 13:00:00+00:00,344.0,5.14,37.0,102100.0,62.0,2080.0,290.75,278.35,1.0,17.600000000000023,5.2000000000000455,577.7782400000001,187.8218318348767,605.5538178599045,603.2808954888784,615.9350488292685,785.1885337987876,108.90773210704629,207.76067729260825,49.798517572943155,40.201482427056845,820.4900198179066,69.32116040410014,26.965957282382526,361.20376979095795,3.8500172305248674,277.072943865805,3.594664748077314,240.8348373931868,865.7205000862207,3.7955474070542077,2.927330640502195,3.850849880225021,3.293898008056218e-11,0.078582,363.3485444405941,1.5549147160048886,361.20376979095795,213.83882166201568,147.3649481289423,137.90273803643672,9.462210092505577,1487.2838421015558,50.49087542056614,32.35575048864938,569.0643830524838,6.072271843234968,316.980745211109,5.6641813766986235,273.871044385578,1551.255269225793,5.986370905360603,4.563213656049308,6.074340840873972,7.934458567449424e-11,0.078582,230.629201033472,1.5828394849793086,569.0643830524838,385.2540028983571,183.8103801541267,174.34817006162112,9.462210092505577,2307.7738619194624
2021-04-01 14:00:00+00:00,346.0,5.66,40.0,102100.0,61.0,1860.0,290.45,278.15,1.0,17.30000000000001,5.0,516.66708,157.8869801706262,675.6093109874158,663.8733026180262,526.378543324474,747.281282567829,101.34507778815714,225.28056737171207,55.35930594941327,34.64069405058673,422.34110807835157,82.07229899192832,22.122346434974514,191.117131483193,2.0350463129287086,274.5199377824308,1.901659398954905,239.58764880343765,455.6141042205641,2.006489446571512,1.5620894826112581,2.0352791870865934,1.4556822696489494e-11,0.078582,686.7142834421497,1.5298197432035947,191.117131483193,93.18234359743025,97.93478788576274,89.47338847611833,8.46139940964441,1765.1478616538247,42.82043611457634,34.33521128664125,675.1320667674513,7.206870413053363,317.19915389249036,6.72222214397733,273.20184287404095,1836.523477943293,7.104890083701352,5.3910585542801694,7.209783697129466,1.0876297980910245e-10,0.078582,194.39583817784572,1.5930951633258494,675.1320667674513,495.55096856189476,179.58109820555651,171.11969879591211,8.46139940964441,2187.4889697321764
2021-04-01 15:00:00+00:00,351.0,5.66,41.0,102130.0,62.0,1610.0,289.65,277.65,1.0,16.5,4.5,447.22258000000005,99.16213985722453,843.6392747764834,784.2442540915513,398.2335431740966,675.7788792475385,89.02805771795369,240.4287455565297,62.802765481254184,27.19723451874582,70.84194054168033,94.79811071378424,17.531709580407963,40.8882642900252,0.43496774317421055,262.41337028302223,0.40656726001261717,229.02162556412648,93.11269478924247,0.4291266127077009,0.33563329121514396,0.43497839203406136,6.5518677210428244e-12,0.078582,3209.792987764879,1.5060354404106455,40.8882642900252,0.0,40.8882642900252,33.56414974726848,7.32411454275672,2107.5307436948315,38.31087339170186,36.880874648279644,807.7259384866926,8.626589868050432,316.99931573864524,8.040842182437299,272.0711591775497,2187.6812533394545,8.504658398967795,6.4037466634450295,8.630761928268694,1.622294244881644e-10,0.078582,162.48439940642345,1.606284363456523,807.7259384866926,661.9689277580846,145.75701072860792,138.4328961858512,7.32411454275672,2178.3726842365118
2021-04-01 16:00:00+00:00,352.0,5.66,43.0,102160.0,59.0,1150.0,289.05,277.15,1.0,15.900000000000034,4.0,319.4447,64.12821805816935,803.3205915761754,764.5676363944892,243.40985854522245,542.5879420935133,69.90588563545725,253.73076001077555,71.39947826996723,18.600521730032764,42.99744238078089,107.24106035248127,16.621807867813967,28.606374726233785,0.3042524467175753,259.53237438075894,0.2842206344327401,226.5072324748251,64.37802931759894,0.3002105660438986,0.23438527484370708,0.3042576579961446,5.5767369175819616e-12,0.078582,4587.888722566523,1.5013211973699159,28.606374726233785,0.0,28.606374726233785,23.374864338550413,5.231510387683371,1973.4295194551814,38.15796320397415,34.89654854409954,752.8629298588995,8.037281514757057,318.0375599939798,7.491776257650944,273.65814894729374,2050.185622996041,7.923263276278518,5.981293742065013,8.040904549339722,1.1885320017791323e-10,0.078582,174.3250448319953,1.5960034777326122,752.8629298588995,631.6593323210949,121.20359753780461,115.97208715012124,5.231510387683371,2016.4269618359624
2021-04-01 17:00:00+00:00,353.0,5.14,41.0,102200.0,54.0,650.0,287.65,276.65,1.0,14.5,3.5,180.55570000000003,29.791690500000005,620.3444142414332,454.05697389408573,84.37462841981018,282.1798882913065,37.75475537319004,265.905301712713,80.58420031693585,9.415799683064153,17.857103713795574,119.0465534082828,14.949484610921987,17.334644076739124,0.18429904208046552,255.9220160440775,0.17222819444990886,223.14239367748962,38.431411568304796,0.18188374376170552,0.14210894535631333,0.1843009549501959,4.136514002568605e-12,0.078582,7571.131164793348,1.492656812891313,17.334644076739124,0.0,17.334644076739124,14.37770342283113,2.956940653907993,1417.790611551591,42.38417343949737,28.396962953319626,535.944725781137,5.7138214758457515,320.1421633009668,5.334655920154731,277.4052084890185,1479.8613377477,5.632118997627626,4.313800237087058,5.7156550313052215,4.1722603424315507e-11,0.078582,244.88134258381615,1.5623288228607026,535.944725781137,458.2121733329055,77.73255244823154,74.77561179432355,2.956940653907993,1435.6477152653865
2021-04-01 18:00:00+00:00,357.0,4.63,47.0,102260.0,45.0,190.0,285.95,276.05,1.0,12.800000000000011,2.900000000000034,52.777820000000006,52.777820000000006,0.0,,0.13291466077461966,0.7595182012951358,0.12559015080437774,277.64255209277496,89.91098055742373,0.08901944257627172,87.60895000720588,129.36564353469905,14.064323996792394,47.46832436430148,0.5045640512404457,267.275609154143,0.4718762768106586,233.9880328155406,110.4134017432475,0.49765796349206287,0.39025006215830216,0.5045783918492242,3.5266830253395122e-12,0.078582,2764.851419501572,1.4880707546310283,47.46832436430148,-0.0,47.46832436430148,46.603987865466834,0.864336498834644,102.90511695300312,49.53059319871163,14.064323996792394,47.46832436430148,0.5045640512404457,305.4578390333063,0.4718762768106586,267.41489464633213,126.18674484942572,0.49765796349206287,0.39025006215830216,0.5045783918492242,3.5266830253395122e-12,0.078582,2764.851419501572,1.4880707546310283,47.46832436430148,0.0,47.46832436430148,46.603987865466834,0.864336498834644,190.514066960209
2021-04-01 19:00:00+00:00,1.0,4.63,46.0,102320.0,11.0,0.0,284.35,275.95,1.0,11.200000000000045,2.8000000000000114,0.0,0.0,0.0,,0.0,0.0,0.0,289.57485171714563,98.98074175672124,-8.980741756721244,-7.9,138.36496496503807,11.200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090978348581285e-12,0.078582,inf,1.473230558946839,0.0,-0.0,0.0,0.0,0.0,-7.9,59.454056599794015,11.200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090978348581285e-12,0.078582,inf,1.473230558946839,0.0,0.0,0.0,0.0,0.0,-15.8
2021-04-01 20:00:00+00:00,4.0,4.12,42.0,102370.0,,0.0,282.95,275.95,1.0,9.800000000000011,2.8000000000000114,0.0,0.0,0.0,,0.0,0.0,0.0,302.294132255065,107.37401648311874,-17.374016483118737,-7.9,143.16124737893375,9.800000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6134894762331639e-12,0.078582,inf,1.4659770939124603,0.0,-0.0,0.0,0.0,0.0,-7.9,69.95049035802494,9.800000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6134894762331639e-12,0.078582,inf,1.4659770939124603,0.0,0.0,0.0,0.0,0.0,-15.8
2021-04-01 21:00:00+00:00,5.0,4.12,44.0,102440.0,,0.0,281.35,275.85,1.0,8.200000000000045,2.7000000000000455,0.0,0.0,0.0,,0.0,0.0,0.0,316.3292822547891,114.59706598105143,-24.597065981051433,-7.9,142.7195819607517,8.200000000000045,0.0,2.0194839173657902e-28,0.0,2.0194839173657902e-28,0.0,0.0,2.0194839173657902e-28,2.0194839173657902e-28,0.0,1.1960978967118207e-12,0.078582,inf,1.457687419587456,0.0,-0.0,0.0,0.0,0.0,-7.9,80.91075580258963,8.200000000000045,0.0,2.0194839173657902e-28,0.0,2.0194839173657902e-28,0.0,0.0,2.0194839173657902e-28,2.0194839173657902e-28,0.0,1.1960978967118207e-12,0.078582,inf,1.457687419587456,0.0,0.0,0.0,0.0,0.0,-15.8
