Wechselrichter Logdaten
Wechselrichter Nr:	1
Name:	scb
akt. Zeit:	1617298898

Logdaten U[V], I[mA], P[W], E[kWh], F[Hz], R[kOhm], Ain T[digit], Zeit[sec], Te[C], H[%]
Zeit	DC1 U	DC1 I	DC1 P	DC1 T	DC1 S	DC2 U	DC2 I	DC2 P	DC2 T	DC2 S	DC3 U	DC3 I	DC3 P	DC3 T	DC3 S	AC1 U	AC1 I	AC1 P	AC1 T	AC2 U	AC2 I	AC2 P	AC2 T	AC3 U	AC3 I	AC3 P	AC3 T	AC F	FC I	Ain1	Ain2	Ain3	Ain4	AC S	Err	ENS S	ENS Err	SH1 P	SH2 P	SH3 P	SC1 P	SC2 P	SC3 P	HC1 P	HC2 P	HC3 P	SOC H	BAT Te	BAT Cy	KB S	total E	OWN E	HOME E	Iso R	Ereignis
1616626801	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	144	-	-	0	0	0	0	0	144	-	-	-	
1616627101	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	230	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	141	-	-	0	0	0	0	0	141	-	-	-	
1616627403	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	230	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	145	-	-	0	0	0	0	0	145	-	-	-	
1616627705	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	141	-	-	0	0	0	0	0	141	-	-	-	
1616628007	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	191	-	-	0	0	0	0	0	191	-	-	-	
1616628308	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	230	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	201	-	-	0	0	0	0	0	201	-	-	-	
1616628610	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	203	-	-	0	0	0	0	0	203	-	-	-	
1616628912	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	200	-	-	0	0	0	0	0	200	-	-	-	
1616629214	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	195	-	-	0	0	0	0	0	195	-	-	-	
1616629516	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	231	0	0	22	231	0	0	23	231	0	0	25	50.0	0	0	0	0	0	0	0	0	0	198	-	-	0	0	0	0	0	198	-	-	-	
